startDateTime,endDateTime,inSWMean,inSWMinimum,inSWMaximum,inSWVariance,inSWNumPts,inSWExpUncert,inSWStdErMean,inSWFinalQF,outSWMean,outSWMinimum,outSWMaximum,outSWVariance,outSWNumPts,outSWExpUncert,outSWStdErMean,outSWFinalQF,inLWMean,inLWMinimum,inLWMaximum,inLWVariance,inLWNumPts,inLWExpUncert,inLWStdErMean,inLWFinalQF,outLWMean,outLWMinimum,outLWMaximum,outLWVariance,outLWNumPts,outLWExpUncert,outLWStdErMean,outLWFinalQF
"2025-08-01T00:00:00Z","2025-08-01T00:30:00Z",-2.16,-3.76,0.27,1.24,1800,0.23,0.03,0,-0.58,-1.58,-0.00,0.19,1800,0.31,0.01,0,387.1,383.1,393.3,7.7,1800,3.7,0.1,0,394.4,391.5,396.8,1.7,1800,3.8,0.0,0
"2025-08-01T00:30:00Z","2025-08-01T01:00:00Z",-3.19,-4.13,-2.30,0.27,1800,0.23,0.01,0,-0.72,-1.00,-0.16,0.04,1800,0.31,0.00,0,385.4,382.6,387.9,2.1,1800,3.7,0.0,0,392.4,389.7,393.6,0.8,1800,3.8,0.0,0
"2025-08-01T01:00:00Z","2025-08-01T01:30:00Z",-2.85,-3.79,-2.54,0.05,1800,0.23,0.01,0,-1.06,-1.28,-0.50,0.02,1800,0.31,0.00,0,388.4,384.1,390.6,1.8,1800,3.7,0.0,0,391.0,390.2,391.8,0.1,1800,3.7,0.0,0
"2025-08-01T01:30:00Z","2025-08-01T02:00:00Z",-2.08,-2.78,-1.43,0.07,1800,0.22,0.01,0,-0.57,-0.99,-0.12,0.04,1800,0.31,0.00,0,386.4,384.4,388.0,0.6,1800,3.7,0.0,0,390.5,389.9,391.2,0.0,1800,3.7,0.0,0
"2025-08-01T02:00:00Z","2025-08-01T02:30:00Z",-2.26,-3.32,-1.22,0.32,1800,0.22,0.01,0,-0.47,-1.18,0.26,0.12,1800,0.31,0.01,0,378.8,375.8,384.9,6.5,1800,3.7,0.1,0,389.3,388.2,392.0,0.8,1800,3.7,0.0,0
"2025-08-01T02:30:00Z","2025-08-01T03:00:00Z",-3.28,-3.69,-2.86,0.04,1800,0.23,0.00,0,-1.03,-1.30,-0.76,0.02,1800,0.31,0.00,0,375.3,374.0,376.5,0.3,1800,3.7,0.0,0,387.7,386.7,388.5,0.2,1800,3.7,0.0,0
"2025-08-01T03:00:00Z","2025-08-01T03:30:00Z",-1.72,-2.87,-1.11,0.16,1800,0.22,0.01,0,-0.69,-1.04,-0.39,0.03,1800,0.31,0.00,0,381.5,374.6,384.4,8.7,1800,3.7,0.1,0,387.6,385.7,388.6,0.2,1800,3.7,0.0,0
"2025-08-01T03:30:00Z","2025-08-01T04:00:00Z",-2.97,-4.02,-1.82,0.58,1800,0.23,0.02,0,-1.19,-1.40,-0.88,0.02,1800,0.31,0.00,0,374.4,362.6,383.1,39.3,1800,3.7,0.1,0,386.8,385.6,388.0,0.3,1800,3.7,0.0,0
"2025-08-01T04:00:00Z","2025-08-01T04:30:00Z",-3.99,-4.23,-3.66,0.02,1800,0.23,0.00,0,-0.92,-1.11,-0.68,0.01,1800,0.31,0.00,0,358.6,355.4,362.6,3.6,1800,3.7,0.0,0,383.9,382.6,386.6,0.7,1800,3.7,0.0,0
"2025-08-01T04:30:00Z","2025-08-01T05:00:00Z",-3.31,-4.26,-2.40,0.31,1800,0.23,0.01,0,-1.11,-1.65,-0.39,0.09,1800,0.31,0.01,0,365.8,356.3,371.6,21.6,1800,3.7,0.1,0,383.0,381.3,384.7,0.4,1800,3.7,0.0,0
